age,sex,sex_2_TEXT,gender,gender_4_TEXT,relation_1,relation_2,relation_3,relation_4,relation_5,relation_6,relation_7,relation_7_TEXT,kids,soibh_1,soibh_2,soibh_3,soiatt_1,soiatt_2,soiatt_3,soides_1,soides_2,soides_3,sdo_1,sdo_2,sdo_3,sdo_4,sdo_5,sdo_6,sdo_7,sdo_8,sdo_9,sdo_10,sdo_11,sdo_12,sdo_13,sdo_14,moral_7,moral_8,moral_9,moral_10,moral_11,moral_12,moral_1,moral_2,moral_3,moral_4,moral_5,moral_6,sexorien,sexorien_3_TEXT,ethnic,ethnic_0_TEXT,ethnic_1_TEXT,ethnic_2_TEXT,ethnic_3_TEXT,ethnic_6_TEXT,relafil,relafil_9_TEXT,rel_1,polit_1,withdraw,ID,counter,soiatt_3R,soibh,soibh2,soiatt,soides,soitot,sdo_8R,sdo_9R,sdo_10R,sdo_11R,sdo_12R,sdo_13R,sdo_14R,sdo,moral_2R,moral_4R,moral_8R,moral_10R,moral_wo,moral_men
34,Male,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,2,1,1,9,9,1,2,2,2,1,1,1,1,1,1,2,7,7,7,6,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,0,5f3125c68d98745b4f49531b,Male promiscuity first,9,1.333333333,1,9,2,4.111111111,1,1,1,2,1,1,1,1.142857143,1,1,1,1,1,1
38,Male,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,2,1,1,8,3,5,3,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,2,7,1,7,1,2,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,2,0,598d787cb83f800001a5dc8b,Male promiscuity first,5,1.333333333,1,5.333333333,1.666666667,2.777777778,7,7,1,1,1,1,1,1.857142857,1,1,1,1,1,1.333333333
23,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,1,9,9,2,5,2,4,7,5,7,6,2,6,5,3,2,4,2,5,5,5,1,7,1,7,1,1,2,7,1,3,3,3,0,NA,2,NA,NA,NA,NA,NA,0,NA,1,4,0,5f4bd5af6591fd0a0899594f,Male promiscuity first,8,1.666666667,1.5,8.666666667,3.666666667,4.666666667,5,6,4,6,3,3,3,4.857142857,1,5,1,1,2.5,1
21,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,1,3,1,6,5,2,2,6,6,1,6,5,6,6,1,1,1,1,1,2,2,4,6,1,6,1,1,4,6,1,6,1,NA,0,NA,0,Slavic,NA,NA,NA,NA,0,NA,1,4,0,5c59b7c69404f10001ff8850,Female promiscuity first,4,1,1,2.666666667,3,2.222222222,7,7,7,7,7,6,6,5.928571429,2,2,2,2,2,1.833333333
26,Male,NA,0,NA,1,NA,NA,NA,1,NA,NA,NA,0,2,2,1,5,3,9,6,2,1,7,1,1,1,1,1,1,7,7,7,6,4,6,5,4,7,1,4,4,4,1,7,4,4,4,4,0,NA,2,NA,NA,NA,NA,NA,0,NA,2,5,0,5cc4852fbbae0c0016b3f72b,Male promiscuity first,1,1.666666667,1.5,3,3,2.555555556,1,1,1,2,4,2,3,1.928571429,1,4,1,4,3,3
26,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,6,7,3,8,7,5,3,2,6,3,5,4,1,6,6,7,7,7,7,7,4,5,3,4,5,5,4,5,4,5,3,3,0,NA,0,NA,NA,NA,NA,NA,1,NA,5,4,0,5f1470b0d0d9fa4d3676fa75,Male promiscuity first,7,1,1,6.666666667,6.666666667,4.777777778,2,2,1,1,1,1,1,2.357142857,3,3,3,4,3.333333333,4
27,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,2,8,1,2,1,4,5,5,5,4,4,6,2,4,4,1,1,2,2,4,7,2,5,2,2,3,7,1,7,1,1,0,NA,2,NA,NA,NA,NA,NA,0,NA,2,4,0,5f12dcb7696881177349b587,Male promiscuity first,2,1,1,2,1.333333333,1.444444444,6,4,4,7,7,6,6,5.214285714,1,1,1,3,1.333333333,2.333333333
35,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,8,8,9,9,1,7,7,7,5,5,5,5,2,4,2,3,5,6,6,6,6,6,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,8,NA,1,4,0,5a102e9dfdf6fc0001279561,Female promiscuity first,9,6,8,9,7,7.333333333,5,3,2,2,2,2,2,3.285714286,1,1,1,1,1,1
26,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,2,8,8,2,8,8,8,6,5,5,3,3,3,4,6,6,6,6,6,6,6,2,6,2,6,4,4,2,6,2,6,4,4,0,NA,0,NA,NA,NA,NA,NA,8,NA,1,3,0,5c92f797803bff0017fef8dd,Male promiscuity first,8,2,2,8,8,6,2,2,2,2,2,2,2,3.071428571,2,2,2,2,2.666666667,2.666666667
19,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,3,6,7,7,7,3,4,5,4,5,5,3,5,3,2,3,6,6,6,5,6,6,5,2,6,2,6,2,2,2,6,2,6,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5f16eacda4825201277e8866,Female promiscuity first,7,5.333333333,6.5,7,4.333333333,5.555555556,2,2,2,3,2,2,3,3,2,2,2,2,1.666666667,2
19,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,2,9,7,7,9,8,9,5,2,1,2,3,1,5,6,6,6,6,4,4,4,1,7,1,7,7,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,8,NA,2,4,0,5f15ba57033817232b3b762b,Male promiscuity first,3,1.333333333,1.5,6.333333333,8.666666667,5.444444444,2,2,2,2,4,4,4,2.785714286,1,1,1,1,1,2
34,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,5,7,8,4,2,6,4,6,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,7,2,6,2,2,2,6,2,6,2,2,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5c7533d7c3fe130001e86dce,Male promiscuity first,8,4.666666667,6,6.666666667,5.333333333,5.555555556,2,2,2,2,2,2,2,2,2,2,1,2,2,2.5
34,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,8,6,3,7,6,6,5,6,4,5,4,6,5,5,5,6,4,6,6,6,6,5,3,6,5,5,6,6,3,3,5,5,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,6,0,5f454d66c4eaf010cdacb436,Male promiscuity first,7,1.666666667,1.5,7,6.333333333,5,3,3,2,4,2,2,2,3.785714286,2,5,3,2,4.333333333,4
33,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,5,3,9,8,1,6,6,2,1,1,1,4,3,1,2,6,6,7,6,3,6,7,1,7,1,7,1,1,1,6,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,0,5b79cb3087d85f0001ba00c6,Female promiscuity first,9,3.333333333,4,8.666666667,4.666666667,5.555555556,2,2,1,2,5,2,1,2,2,1,1,1,1.166666667,1
20,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,1,1,5,3,7,2,3,1,5,1,2,1,1,1,1,7,7,7,6,4,6,7,2,5,2,4,4,3,2,6,2,4,4,3,0,NA,0,NA,NA,NA,NA,NA,1,NA,2,2,0,5edac0e5b2e7c9153a071ba6,Male promiscuity first,3,1,1,3.666666667,2,2.222222222,1,1,1,2,4,2,1,1.714285714,2,4,3,4,2.833333333,3
26,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,2,5,4,5,3,2,2,5,4,3,4,2,4,6,5,5,5,5,3,5,5,4,5,4,4,2,2,4,5,2,4,5,5,0,NA,0,white european,NA,NA,NA,NA,1,NA,1,5,0,5f1db5c29a55042adf115550,Male promiscuity first,5,1.666666667,1.5,4.666666667,2.333333333,2.888888889,3,3,3,3,5,3,3,3.642857143,3,4,3,4,3.833333333,3.166666667
22,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,2,2,2,7,6,2,5,3,2,2,2,1,1,1,2,6,7,6,7,7,7,6,5,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,8,NA,1,2,0,5b2e8311aca2940001424a2d,Female promiscuity first,8,2,2,7,3.333333333,4.111111111,1,2,1,1,1,2,3,1.857142857,1,1,1,1,1,1
27,Male,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,2,1,1,3,1,3,1,1,1,1,3,1,2,4,3,4,6,5,7,6,5,7,5,1,7,1,2,1,2,2,7,1,7,1,2,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,4,0,56942342e0c80000055966c0,Female promiscuity first,7,1.333333333,1,3.666666667,1,2,2,3,1,2,3,1,3,2.357142857,1,1,1,6,1.333333333,2
21,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,1,8,3,2,6,4,5,1,1,1,1,1,1,2,7,7,7,7,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,2,NA,NA,NA,NA,NA,5,NA,3,1,0,5f0a20a203b5db2ec85343fe,Male promiscuity first,8,1,1,6.333333333,5,4.111111111,1,1,1,1,1,1,1,1.071428571,1,1,1,1,1,1
24,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,2,2,2,9,7,2,7,6,6,2,2,1,1,2,1,2,7,7,7,7,6,7,7,1,7,1,7,1,2,1,7,1,5,1,1,0,NA,2,NA,NA,NA,NA,NA,0,NA,1,1,0,5b68c9eb87af310001584803,Female promiscuity first,8,2,2,8,6.333333333,5.444444444,1,1,1,1,2,1,1,1.357142857,1,3,1,1,1.333333333,1.166666667
20,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,1,8,6,6,6,3,5,1,1,2,2,2,1,3,6,7,7,6,6,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,2,3,0,5ec2a22e9cedf70954cb873e,Female promiscuity first,4,1,1,6,4.666666667,3.888888889,2,1,1,2,2,1,1,1.571428571,1,1,1,1,1,1
31,Male,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,2,2,2,5,7,2,4,4,3,4,5,3,5,6,4,5,3,3,3,5,2,3,5,1,7,1,5,1,1,1,6,1,6,2,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,2,4,0,5c3f9ae8ef1d0d0001b2d5e4,Female promiscuity first,8,2,2,6.666666667,3.666666667,4.111111111,5,5,5,3,6,5,3,4.571428571,2,2,1,3,1.5,1.333333333
33,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,2,1,9,2,4,8,3,2,1,1,1,1,1,1,1,7,7,7,7,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,1,NA,3,2,0,5ec1a76a903b335cae864ca8,Female promiscuity first,6,1.333333333,1.5,5.666666667,4.333333333,3.777777778,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,9,8,6,8,8,7,7,7,6,7,5,5,6,6,6,6,7,7,7,7,5,5,4,5,4,4,4,5,4,4,6,6,0,NA,0,NA,NA,NA,NA,NA,0,NA,3,3,0,5eed04be24c83c0fe64d3af8,Male promiscuity first,4,1,1,7,7.666666667,5.222222222,2,2,2,1,1,1,1,3.785714286,3,4,3,3,4.5,3.833333333
20,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,1,7,8,4,7,5,4,4,5,4,2,3,1,5,4,4,5,6,1,5,5,2,7,1,5,3,5,3,7,1,5,3,4,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,6,0,5eea9d46bc56df13430bc510,Male promiscuity first,6,1,1,7,5.333333333,4.444444444,4,4,3,2,7,3,3,3.571428571,1,3,1,3,2.5,2.5
22,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,4,2,2,9,2,4,2,2,3,1,1,1,1,1,1,1,7,7,7,7,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,0,5edad742eb466b7390c374d7,Female promiscuity first,6,2.666666667,2,5.666666667,2.333333333,3.555555556,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,Male,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,6,2,4,7,7,3,7,6,2,2,2,2,5,5,1,5,6,6,6,6,7,5,6,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,5,0,5f07ae497c15033e8fe3ee71,Female promiscuity first,7,4,3,7,5,5.333333333,2,2,2,2,1,3,2,2.571428571,1,1,1,1,1,1
22,Male,NA,0,NA,NA,NA,NA,NA,NA,NA,1,Long-distance relationship,0,1,1,1,7,5,4,7,3,3,3,4,3,4,3,2,2,6,6,7,6,6,6,5,4,6,3,5,4,4,4,6,3,5,4,4,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5cedab1a91fbfa001a0fe00c,Male promiscuity first,6,1,1,6,4.333333333,3.777777778,2,2,1,2,2,2,3,2.5,2,3,2,3,3.333333333,3.333333333
40,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,3,1,2,1,8,1,7,7,5,2,1,7,1,3,1,1,7,7,7,7,7,7,5,2,7,1,7,2,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5db767dfdda62c000caa2a95,Male promiscuity first,9,2,1.5,6,6.333333333,4.777777778,1,1,1,1,1,1,3,1.785714286,1,1,1,1,1,1.333333333
19,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,2,5,5,5,6,3,3,5,1,2,4,4,3,5,4,4,3,5,5,3,5,NA,7,1,7,7,6,7,7,1,7,4,5,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,4,0,5e31d1c2829e3803bde39c7f,Female promiscuity first,5,2,2,5,4,3.666666667,4,4,5,3,3,5,3,3.642857143,1,1,1,1,3.166666667,3.2
25,Female,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,4,4,7,8,7,3,2,2,1,3,3,3,3,2,2,3,6,6,7,6,6,7,6,2,6,2,6,2,2,1,6,2,6,1,1,0,NA,0,NA,NA,NA,NA,NA,8,NA,2,4,0,5f121c1a57491a053c0ca02a,Male promiscuity first,7,5,5.5,7.333333333,1.666666667,4.666666667,2,2,1,2,2,1,2,2.214285714,2,2,2,2,1.5,2
26,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,2,9,5,2,6,2,1,2,2,1,2,1,1,1,7,7,7,7,7,7,7,1,7,1,7,2,2,1,7,1,7,2,2,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,0,5e89d8051ffd190009ccfe6d,Male promiscuity first,8,1.333333333,1.5,7.333333333,3,3.888888889,1,1,1,1,1,1,1,1.214285714,1,1,1,1,1.333333333,1.333333333
25,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,8,8,9,9,1,7,7,7,1,1,1,1,1,1,1,7,7,7,7,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,8,NA,1,1,0,5f089e931bd6330d9058e45f,Female promiscuity first,9,6,8,9,7,7.333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,2,2,9,6,3,9,7,8,5,2,2,2,6,2,4,5,5,5,4,4,6,4,2,6,2,6,3,2,4,6,2,5,5,4,0,NA,0,eastern european,NA,NA,NA,NA,9,spiritualism,6,5,0,5d1b5bb2e24a990001f3247d,Male promiscuity first,7,1.666666667,2,7.333333333,8,5.666666667,3,3,3,4,4,2,4,3.285714286,2,3,2,2,3.333333333,2.166666667
30,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,2,2,6,9,9,1,9,5,5,1,1,1,1,1,1,1,6,6,6,7,7,7,7,1,6,2,6,1,1,1,7,2,6,1,1,0,NA,3,NA,NA,NA,Caribbean/ Indian,NA,0,NA,1,1,0,NA,Female promiscuity first,9,3.333333333,4,9,6.333333333,6.222222222,2,2,2,1,1,1,1,1.214285714,1,2,2,2,1.333333333,1.5
19,Male,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,1,1,1,6,7,2,6,2,1,1,1,1,1,1,1,1,6,7,5,7,7,7,7,1,6,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,1,NA,4,3,0,5eeaa7b09312211d1553c286,Female promiscuity first,8,1,1,7,3,3.666666667,2,1,3,1,1,1,1,1.214285714,1,1,2,1,1,1.166666667
29,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,3,3,7,7,1,2,2,3,1,1,1,1,1,1,5,7,7,7,7,6,7,6,5,7,1,3,5,5,4,6,2,4,5,5,0,NA,1,NA,NA,NA,NA,NA,1,NA,5,5,0,5ee503ad7a8aa722714b91f4,Female promiscuity first,9,2.666666667,3,7.666666667,2.333333333,4.222222222,1,1,1,1,2,1,2,1.428571429,2,4,1,5,3.666666667,3.666666667
23,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,2,6,4,5,4,2,3,3,2,5,3,2,1,3,6,6,5,6,6,6,5,2,6,4,5,3,5,2,6,3,6,3,5,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5ec821a7e4cab611190a4dcc,Female promiscuity first,5,2,2,5,3,3.333333333,2,2,3,2,2,2,3,2.5,2,2,2,3,2.833333333,3.166666667
18,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,1,5,6,9,7,2,8,4,5,6,5,4,2,1,1,1,1,3,3,5,5,5,5,6,2,6,4,6,3,6,6,7,7,0,NA,0,NA,NA,NA,NA,NA,1,NA,3,5,0,5c8bbcad1200240017bb239a,Male promiscuity first,1,1,1,4,5.666666667,3.555555556,7,7,7,5,5,3,3,4.571428571,5,2,3,6,5.5,5
18,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,2,2,1,9,9,1,8,7,9,2,2,1,1,2,1,5,6,7,7,6,4,6,7,2,7,5,2,6,3,1,7,7,7,1,2,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,4,0,5f44547ebb802e1884b87096,Male promiscuity first,9,1.666666667,1.5,9,8,6.222222222,2,1,1,2,4,2,1,1.928571429,1,1,1,6,2.166666667,3.833333333
21,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,3,5,6,9,7,1,2,2,1,4,2,4,4,5,2,3,1,7,6,4,4,6,6,2,6,2,5,2,3,2,6,2,5,2,3,0,NA,0,NA,NA,NA,NA,NA,8,NA,1,4,0,5cbe0f4e11908d000152ebbb,Female promiscuity first,9,4.666666667,5.5,8.333333333,1.666666667,4.888888889,7,1,2,4,4,2,2,3.285714286,2,3,2,3,2.333333333,2.333333333
32,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,2,2,6,3,4,7,5,5,2,2,3,1,3,1,3,6,6,7,6,4,5,5,2,6,2,5,5,2,2,6,2,6,5,2,0,NA,0,NA,NA,NA,NA,NA,0,NA,2,4,0,5edf66ed1a0915219e55d5ca,Female promiscuity first,6,1.666666667,2,5,5.666666667,4.111111111,2,2,1,2,4,3,3,2.285714286,2,2,2,3,2.5,2.666666667
25,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,3,1,1,8,2,3,5,5,2,2,2,2,1,3,1,3,4,7,6,7,7,7,7,2,6,3,6,5,5,2,6,3,6,6,5,0,NA,0,NA,NA,NA,NA,NA,8,NA,3,4,0,5f29956706537e0d6efca7c2,Male promiscuity first,7,1.666666667,1,5.666666667,4,3.777777778,4,1,2,1,1,1,1,1.785714286,2,2,2,2,3.333333333,3.166666667
20,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,3,1,3,7,7,3,6,6,5,2,2,2,3,4,1,2,5,5,7,5,5,5,4,1,6,3,5,2,2,2,5,3,4,3,4,0,NA,0,NA,NA,NA,NA,NA,2,NA,4,3,0,5ea95f10a88a36048655b15f,Male promiscuity first,7,2.333333333,2,7,5.666666667,5,3,3,1,3,3,3,4,2.571428571,3,4,2,3,3.166666667,2.166666667
35,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,8,8,8,6,1,7,3,5,5,5,6,3,3,5,3,6,5,6,6,5,7,5,1,7,1,5,3,2,2,7,1,5,3,3,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,4,0,5d128b2090265e00159ba969,Male promiscuity first,9,6,8,7.666666667,5,6.222222222,2,3,2,2,3,1,3,3.285714286,1,3,1,3,2.166666667,1.833333333
18,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,6,4,4,7,6,3,6,4,6,5,3,2,2,3,4,5,7,7,7,5,7,6,4,2,6,2,4,4,2,2,6,2,4,4,3,0,NA,0,NA,NA,NA,NA,NA,8,NA,2,5,0,5eeca11b2c93d5024cf8472c,Female promiscuity first,7,4.666666667,4,6.666666667,5.333333333,5.555555556,1,1,1,3,1,2,4,2.642857143,2,4,2,4,2.833333333,2.666666667
38,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4,1,7,2,3,2,2,2,2,2,1,2,1,7,6,6,6,6,7,6,5,5,4,3,3,4,4,5,4,3,3,4,0,NA,0,NA,NA,NA,NA,NA,8,NA,1,2,0,5ea4a546a1589107aad124a2,Female promiscuity first,3,1,1,2.666666667,2.333333333,2,1,2,2,2,2,1,2,1.714285714,3,5,3,5,3.833333333,4
20,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,8,3,1,2,1,1,1,5,1,1,2,5,5,7,7,7,7,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,0,5f42a5bab373650d147f3ca3,Male promiscuity first,9,1.333333333,1,6.666666667,1.333333333,3.111111111,1,1,1,1,1,1,1,1.928571429,1,1,1,1,1,1
26,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,3,2,2,2,9,6,3,3,5,5,3,5,3,4,3,7,7,7,7,7,7,7,6,4,6,4,6,7,6,5,6,4,4,4,0,NA,1,NA,NA,NA,NA,NA,1,NA,4,1,0,5cf398a1e55efc000127adae,Male promiscuity first,1,2,2.5,1.666666667,4,2.555555556,1,1,1,1,1,1,1,2.5,3,4,4,4,4.5,5.5
32,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,5,8,7,9,9,1,9,8,7,1,1,1,1,1,1,1,7,7,7,7,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,9,"None, I don't identify with any religious view.",1,1,0,5e6000b9d196fd34663a9d80,Male promiscuity first,9,6.666666667,7.5,9,8,7.888888889,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,2,4,4,9,9,2,5,4,6,4,2,5,2,3,1,1,6,6,6,6,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,9,none of the above.,1,4,0,5f3baabbcee6b38e1ca4098e,Female promiscuity first,8,3.333333333,4,8.666666667,5,5.666666667,2,2,2,2,1,1,1,2.071428571,1,1,1,1,1,1
23,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2,1,9,5,5,3,2,2,2,3,3,2,2,6,6,6,5,5,5,5,7,2,7,2,4,5,6,3,6,4,4,5,0,NA,2,NA,NA,NA,NA,NA,5,NA,5,3,0,5eb8c16a3a7a17837b2d1828,Male promiscuity first,1,1,1,1.333333333,4.333333333,2.222222222,2,2,2,3,3,3,3,2.428571429,5,4,6,6,5,5.833333333
37,Male,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,2,1,1,7,3,5,9,9,9,1,7,1,7,7,4,4,7,7,7,4,7,5,6,7,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,0,5ecbbf23da622002fcca74fe,Male promiscuity first,5,1.333333333,1,5,9,5.111111111,1,1,1,4,1,3,2,3.142857143,1,1,1,1,1,2
22,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,1,1,9,2,4,1,1,1,3,2,2,2,1,1,1,6,6,7,6,6,7,6,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5ee0fc80afc30b0ccf0ea0d3,Female promiscuity first,6,1,1,5.666666667,1,2.555555556,2,2,1,2,2,1,2,1.714285714,1,1,1,1,1,1
21,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,4,2,2,3,2,6,1,1,1,3,3,4,3,4,3,4,5,5,4,5,4,5,4,4,5,4,4,3,5,4,5,3,4,4,5,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,4,0,5acbd2ea436f550001002904,Female promiscuity first,4,2.666666667,2,3,1,2.222222222,3,3,4,3,4,3,4,3.428571429,3,4,3,4,3.833333333,3.833333333
25,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,1,9,5,5,1,1,1,1,1,1,1,1,1,5,5,5,5,6,5,4,5,1,7,1,NA,1,1,1,7,1,7,1,1,0,NA,3,NA,NA,NA,Asian British Bengali,NA,5,NA,4,2,0,5f3d295755f8ed04b8a4dcbd,Female promiscuity first,5,1.666666667,1.5,6.333333333,1,3,3,3,3,2,3,4,3,2.285714286,1,1,1,NA,1,1
27,Male,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,7,3,6,7,4,4,2,2,2,3,3,2,2,6,7,7,6,6,7,7,2,6,2,6,3,3,2,6,2,5,3,3,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5d5988df44609300192e3521,Female promiscuity first,4,1,1,4.666666667,5,3.555555556,2,1,1,2,2,1,1,1.857142857,2,3,2,2,2.5,2.333333333
25,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,7,8,8,8,2,7,2,3,5,7,1,6,2,4,5,7,7,7,7,7,7,6,2,6,2,6,2,2,2,6,2,6,2,2,0,NA,1,NA,NA,NA,NA,NA,8,NA,4,3,0,5ed952f4e615364ccb6af6d9,Male promiscuity first,8,5.666666667,7.5,8,4,5.888888889,1,1,1,1,1,1,2,2.714285714,2,2,2,2,2,2
20,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,2,5,5,5,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,4,7,4,4,4,4,4,7,4,4,4,4,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5e874bd951075a390c6a38e2,Male promiscuity first,5,2,2,5,1,2.666666667,1,1,1,1,1,1,1,1,1,4,1,4,3.5,3.5
